timestamp,symbol,bid_price_1,ask_price_1,bid_size_1,ask_size_1,bid_price_2,ask_price_2,bid_size_2,ask_size_2,bid_price_3,ask_price_3,bid_size_3,ask_size_3,bid_price_4,ask_price_4,bid_size_4,ask_size_4,bid_price_5,ask_price_5,bid_size_5,ask_size_5,bid_price_6,ask_price_6,bid_size_6,ask_size_6,bid_price_7,ask_price_7,bid_size_7,ask_size_7,bid_price_8,ask_price_8,bid_size_8,ask_size_8,bid_price_9,ask_price_9,bid_size_9,ask_size_9,bid_price_10,ask_price_10,bid_size_10,ask_size_10
1717777800,AAPL,196.35,196.37,37337,186677,196.34,196.38,52774,263857,196.33,196.39,53440,267189,196.32,196.4,75818,379074,196.31,196.41,75209,376027,196.3,196.42,69182,345894,196.29,196.43,88212,441037,196.28,196.44,99603,497992,196.27,196.45,94033,470144,196.26,196.46,97151,485730
1717781400,AAPL,195.86,195.88,227778,48120,195.85,195.89,332859,70319,195.84,195.9,352568,74482,195.83,195.91,383116,80936,195.82,195.92,438003,92531,195.81,195.93,536927,113430,195.8,195.94,484268,102305,195.79,195.95,514856,108767,195.78,195.96,825202,174330,195.77,195.97,869216,183628
1717785000,AAPL,196.43,196.45,19797,178170,196.42,196.46,30220,271976,196.41,196.47,24405,219643,196.4,196.48,30699,276289,196.39,196.49,53960,485642,196.38,196.5,57325,515924,196.37,196.51,36751,330762,196.36,196.52,58782,529037,196.35,196.53,61143,550283,196.34,196.54,59643,536785
1717788600,AAPL,196.89,196.91,39098,351885,196.88,196.92,50257,452313,196.87,196.93,71985,647869,196.86,196.94,63332,569990,196.85,196.95,77988,701890,196.84,196.96,82466,742192,196.83,196.97,79895,719053,196.82,196.98,79223,713009,196.81,196.99,87532,787785,196.8,197.0,123058,1107519
1718026200,AAPL,195.61,195.63,498285,236892,195.6,195.64,674416,320626,195.59,195.65,795588,378233,195.58,195.66,852334,405211,195.57,195.67,1123683,534214,195.56,195.68,1300372,618214,195.55,195.69,1287388,612041,195.54,195.7,1361880,647456,195.53,195.71,1634081,776864,195.52,195.72,1760659,837041
1718029800,AAPL,195.54,195.56,83486,136682,195.53,195.57,127893,209385,195.52,195.58,170041,278389,195.51,195.59,172050,281678,195.5,195.6,232818,381166,195.49,195.61,205037,335683,195.48,195.62,260645,426724,195.47,195.63,213657,349796,195.46,195.64,237266,388449,195.45,195.65,262268,429381
1718033400,AAPL,195.88,195.9,89738,228355,195.87,195.91,103851,264265,195.86,195.92,174883,445020,195.85,195.93,152085,387006,195.84,195.94,193426,492204,195.83,195.95,219904,559584,195.82,195.96,240853,612891,195.81,195.97,262718,668531,195.8,195.98,267968,681890,195.79,195.99,280439,713625
1718037000,AAPL,195.42,195.44,223247,73637,195.41,195.45,315871,104189,195.4,195.46,452699,149320,195.39,195.47,476631,157214,195.38,195.48,739499,243920,195.37,195.49,433334,142933,195.36,195.5,716280,236261,195.35,195.51,679858,224248,195.34,195.52,672432,221798,195.33,195.53,994857,328149
1718040600,AAPL,193.15,193.17,892008,273841,193.14,193.18,1102572,338483,193.13,193.19,1639914,503445,193.12,193.2,1733966,532318,193.11,193.21,1600768,491427,193.1,193.22,1751190,537606,193.09,193.23,1974494,606159,193.08,193.24,2148236,659497,193.07,193.25,2026499,622124,193.06,193.26,2692495,826581
1718044200,AAPL,192.95,192.97,514039,244502,192.94,192.98,752532,357941,192.93,192.99,762239,362558,192.92,193.0,1247159,593210,192.91,193.01,1072253,510016,192.9,193.02,1265791,602072,192.89,193.03,1230199,585143,192.88,193.04,1660410,789772,192.87,193.05,1730534,823126,192.86,193.06,2099539,998643
1718047800,AAPL,193.12,193.14,43191,388722,193.11,193.15,73268,659413,193.1,193.16,98517,886651,193.09,193.17,70052,630467,193.08,193.18,87595,788357,193.07,193.19,103479,931314,193.06,193.2,122126,1099134,193.05,193.21,120114,1081027,193.04,193.22,128383,1155446,193.03,193.23,129006,1161057
1718112600,AAPL,200.89,200.91,170651,1535858,200.88,200.92,261493,2353441,200.87,200.93,363867,3274804,200.86,200.94,314238,2828142,200.85,200.95,493464,4441172,200.84,200.96,384158,3457419,200.83,200.97,479182,4312638,200.82,200.98,532615,4793537,200.81,200.99,672957,6056609,200.8,201.0,714395,6429559
1718116200,AAPL,204.4,204.42,173134,1558204,204.39,204.43,239235,2153116,204.38,204.44,268077,2412689,204.37,204.45,273289,2459597,204.36,204.46,370105,3330945,204.35,204.47,347658,3128925,204.34,204.48,442947,3986523,204.33,204.49,416868,3751815,204.32,204.5,397622,3578601,204.31,204.51,478408,4305670
1718119800,AAPL,204.22,204.24,623052,394183,204.21,204.25,1014054,641557,204.2,204.26,1287580,814607,204.19,204.27,1386314,877073,204.18,204.28,1326818,839431,204.17,204.29,1616508,1022708,204.16,204.3,1756452,1111246,204.15,204.31,1904879,1205150,204.14,204.32,1548036,979389,204.13,204.33,1928599,1220158
1718123400,AAPL,205.03,205.05,298325,373655,205.02,205.06,432403,541589,205.01,205.07,468324,586580,205.0,205.08,613511,768427,204.99,205.09,630321,789483,204.98,205.1,762369,954873,204.97,205.11,960248,1202719,204.96,205.12,1000837,1253557,204.95,205.13,889163,1113685,204.94,205.14,1070887,1341295
1718127000,AAPL,205.07,205.09,166102,322135,205.06,205.1,262771,509613,205.05,205.11,289987,562395,205.04,205.12,316721,614243,205.03,205.13,452250,877086,205.02,205.14,427923,829906,205.01,205.15,433221,840180,205.0,205.16,539725,1046732,204.99,205.17,700761,1359042,204.98,205.18,541100,1049400
1718130600,AAPL,205.72,205.74,99594,512919,205.71,205.75,128522,661899,205.7,205.76,190247,979784,205.69,205.77,203333,1047177,205.68,205.78,218414,1124848,205.67,205.79,249450,1284684,205.66,205.8,279410,1438982,205.65,205.81,249954,1287283,205.64,205.82,308948,1591104,205.63,205.83,293031,1509132
1718134200,AAPL,207.13,207.15,76708,690371,207.12,207.16,120412,1083710,207.11,207.17,98764,888872,207.1,207.18,163838,1474543,207.09,207.19,192129,1729162,207.08,207.2,172589,1553303,207.07,207.21,241895,2177053,207.06,207.22,238004,2142034,207.05,207.23,235109,2115982,207.04,207.24,245911,2213199
1718199000,AAPL,215.23,215.25,263902,2375116,215.22,215.26,382734,3444607,215.21,215.27,464812,4183307,215.2,215.28,501764,4515877,215.19,215.29,558197,5023771,215.18,215.3,716377,6447392,215.17,215.31,669560,6026036,215.16,215.32,632997,5696976,215.15,215.33,807475,7267274,215.14,215.34,622659,5603928
1718202600,AAPL,217.57,217.59,209564,1125681,217.56,217.6,241542,1297454,217.55,217.61,367173,1972285,217.54,217.62,359491,1931019,217.53,217.63,472915,2540281,217.52,217.64,430149,2310560,217.51,217.65,558787,3001545,217.5,217.66,513384,2757661,217.49,217.67,563008,3024215,217.48,217.68,569733,3060342
1718206200,AAPL,215.34,215.36,880318,97813,215.33,215.37,1009619,112180,215.32,215.38,1499658,166629,215.31,215.39,1446097,160677,215.3,215.4,1622413,180268,215.29,215.41,2112351,234706,215.28,215.42,1646008,182890,215.27,215.43,1950465,216718,215.26,215.44,2789127,309903,215.25,215.45,2406699,267411
1718209800,AAPL,216.92,216.94,91509,440299,216.91,216.95,162955,784065,216.9,216.96,134973,649430,216.89,216.97,187016,899833,216.88,216.98,199001,957501,216.87,216.99,267116,1285240,216.86,217.0,281830,1356037,216.85,217.01,306276,1473661,216.84,217.02,304467,1464953,216.83,217.03,340410,1637895
1718213400,AAPL,218.95,218.97,95080,651658,218.94,218.98,140155,960588,218.93,218.99,209363,1434925,218.92,219.0,196755,1348515,218.91,219.01,222612,1525733,218.9,219.02,237551,1628119,218.89,219.03,304350,2085944,218.88,219.04,246306,1688121,218.87,219.05,317210,2174081,218.86,219.06,334096,2289815
1718217000,AAPL,217.72,217.74,826375,120443,217.71,217.75,1364728,198908,217.7,217.76,1479729,215669,217.69,217.77,1718990,250541,217.68,217.78,1756778,256049,217.67,217.79,2165376,315602,217.66,217.8,2279229,332196,217.65,217.81,2867396,417920,217.64,217.82,3072118,447759,217.63,217.83,2991905,436068
1718220600,AAPL,213.1,213.12,1188720,132080,213.09,213.13,1667936,185326,213.08,213.14,1814367,201596,213.07,213.15,2459529,273281,213.06,213.16,2621861,291318,213.05,213.17,2778606,308734,213.04,213.18,3134578,348286,213.03,213.19,3110220,345580,213.02,213.2,2813335,312593,213.01,213.21,3669327,407703
1718285400,AAPL,213.84,213.86,1222352,299373,213.83,213.87,1333035,326481,213.82,213.88,1591149,389697,213.81,213.89,2217580,543120,213.8,213.9,2627043,643404,213.79,213.91,2826337,692214,213.78,213.92,2944039,721041,213.77,213.93,2886353,706913,213.76,213.94,2888745,707499,213.75,213.95,3795492,929575
1718289000,AAPL,213.44,213.46,243405,278562,213.43,213.47,370388,423886,213.42,213.48,371637,425315,213.41,213.49,554901,635050,213.4,213.5,617383,706556,213.39,213.51,683881,782660,213.38,213.52,683536,782265,213.37,213.53,789951,904050,213.36,213.54,718528,822311,213.35,213.55,646825,740251
1718292600,AAPL,212.09,212.11,285503,72766,212.08,212.12,373928,95303,212.07,212.13,576582,146953,212.06,212.14,736862,187803,212.05,212.15,766773,195427,212.04,212.16,652632,166336,212.03,212.17,921923,234970,212.02,212.18,811565,206843,212.01,212.19,1065859,271654,212.0,212.2,942684,240261
1718296200,AAPL,213.59,213.61,27099,243893,213.58,213.62,39339,354052,213.57,213.63,45138,406242,213.56,213.64,63462,571162,213.55,213.65,66215,595932,213.54,213.66,77535,697814,213.53,213.67,84525,760726,213.52,213.68,108396,975563,213.51,213.69,76170,685534,213.5,213.7,94255,848299
1718299800,AAPL,213.18,213.2,127312,167609,213.17,213.21,188566,248252,213.16,213.22,222712,293205,213.15,213.23,221830,292044,213.14,213.24,313240,412388,213.13,213.25,215797,284102,213.12,213.26,307231,404477,213.11,213.27,326935,430417,213.1,213.28,351413,462643,213.09,213.29,382214,503194
1718303400,AAPL,214.33,214.35,58714,528427,214.32,214.36,79499,715487,214.31,214.37,85940,773463,214.3,214.38,121272,1091445,214.29,214.39,133445,1201004,214.28,214.4,129233,1163101,214.27,214.41,156884,1411957,214.26,214.42,155211,1396903,214.25,214.43,157666,1418991,214.24,214.44,127312,1145806
1718307000,AAPL,214.12,214.14,313914,124730,214.11,214.15,401549,159551,214.1,214.16,436143,173297,214.09,214.17,622348,247283,214.08,214.18,768785,305468,214.07,214.19,847825,336874,214.06,214.2,883750,351148,214.05,214.21,987885,392525,214.04,214.22,717084,284925,214.03,214.23,791323,314424
1718371800,AAPL,213.38,213.4,485141,209865,213.37,213.41,785588,339835,213.36,213.42,855378,370025,213.35,213.43,1383923,598667,213.34,213.44,1384282,598822,213.33,213.45,1071788,463641,213.32,213.46,1302195,563313,213.31,213.47,1522763,658728,213.3,213.48,1485142,642453,213.29,213.49,1663968,719811
1718375400,AAPL,213.59,213.61,106260,305789,213.58,213.62,145147,417696,213.57,213.63,186294,536107,213.56,213.64,214453,617143,213.55,213.65,227680,655206,213.54,213.66,204631,588877,213.53,213.67,273458,786944,213.52,213.68,334117,961506,213.51,213.69,330320,950579,213.5,213.7,366660,1055158
1718379000,AAPL,211.74,211.76,367885,40876,211.73,211.77,513858,57095,211.72,211.78,607482,67498,211.71,211.79,786359,87373,211.7,211.8,849017,94335,211.69,211.81,912233,101359,211.68,211.82,756161,84018,211.67,211.83,785655,87295,211.66,211.84,894685,99409,211.65,211.85,1089598,121066
1718382600,AAPL,211.77,211.79,162297,156113,211.76,211.8,241281,232088,211.75,211.81,275042,264563,211.74,211.82,327316,314845,211.73,211.83,386495,371770,211.72,211.84,451874,434657,211.71,211.85,447719,430661,211.7,211.86,423549,407412,211.69,211.87,554791,533653,211.68,211.88,460082,442552
1718386200,AAPL,212.22,212.24,78879,187566,212.21,212.25,92176,219185,212.2,212.26,134022,318689,212.19,212.27,141125,335579,212.18,212.28,137661,327344,212.17,212.29,181752,432186,212.16,212.3,216668,515213,212.15,212.31,211598,503157,212.14,212.32,226267,538038,212.13,212.33,240149,571049
1718389800,AAPL,212.37,212.39,23220,208980,212.36,212.4,32135,289213,212.35,212.41,44255,398293,212.34,212.42,43822,394398,212.33,212.43,43727,393539,212.32,212.44,42731,384580,212.31,212.45,57982,521837,212.3,212.46,72260,650341,212.29,212.47,70657,635909,212.28,212.48,68694,618248
1718393400,AAPL,212.51,212.53,37213,334914,212.5,212.54,46839,421549,212.49,212.55,57381,516429,212.48,212.56,71249,641238,212.47,212.57,64945,584506,212.46,212.58,67262,605356,212.45,212.59,92496,832468,212.44,212.6,106314,956823,212.43,212.61,103330,929966,212.42,212.62,120314,1082828
1718631000,AAPL,216.08,216.1,111858,946097,216.07,216.11,127062,1074687,216.06,216.12,168104,1421820,216.05,216.13,235796,1994361,216.04,216.14,244893,2071298,216.03,216.15,274980,2325777,216.02,216.16,285812,2417393,216.01,216.17,339298,2869780,216.0,216.18,289243,2446413,215.99,216.19,341563,2888934
1718634600,AAPL,216.32,216.34,270211,271020,216.31,216.35,328529,329513,216.3,216.36,456456,457824,216.29,216.37,594654,596435,216.28,216.38,560594,562273,216.27,216.39,549164,550809,216.26,216.4,659110,661084,216.25,216.41,832695,835189,216.24,216.42,722371,724535,216.23,216.43,715313,717456
1718638200,AAPL,216.53,216.55,154408,209753,216.52,216.56,241189,327637,216.51,216.57,262651,356792,216.5,216.58,297709,404417,216.49,216.59,265660,360880,216.48,216.6,357354,485440,216.47,216.61,390338,530246,216.46,216.62,429120,582929,216.45,216.63,449303,610346,216.44,216.64,531274,721698
1718641800,AAPL,217.81,217.83,38969,235209,217.8,217.84,69873,421736,217.79,217.85,67462,407182,217.78,217.86,89208,538437,217.77,217.87,107496,648821,217.76,217.88,118404,714655,217.75,217.89,113193,683203,217.74,217.9,99225,598897,217.73,217.91,130603,788285,217.72,217.92,171520,1035249
1718645400,AAPL,218.34,218.36,145962,218949,218.33,218.37,180562,270850,218.32,218.38,234802,352212,218.31,218.39,291663,437505,218.3,218.4,335506,503273,218.29,218.41,349944,524930,218.28,218.42,390246,585385,218.27,218.43,503611,755435,218.26,218.44,465668,698519,218.25,218.45,424951,637443
1718649000,AAPL,218.14,218.16,316067,78013,218.13,218.17,386161,95313,218.12,218.18,530121,130846,218.11,218.19,563593,139108,218.1,218.2,855289,211105,218.09,218.21,999201,246626,218.08,218.22,790060,195005,218.07,218.23,852214,210346,218.06,218.24,896527,221283,218.05,218.25,1109582,273870
1718652600,AAPL,216.7,216.72,277589,209472,216.69,216.73,419444,316517,216.68,216.74,507734,383143,216.67,216.75,721137,544180,216.66,216.76,834633,629825,216.65,216.77,788588,595079,216.64,216.78,851640,642659,216.63,216.79,882335,665821,216.62,216.8,950772,717464,216.61,216.81,913433,689288
1718717400,AAPL,215.3,215.32,735310,192685,215.29,215.33,1276858,334596,215.28,215.34,1196799,313617,215.27,215.35,1422069,372648,215.26,215.36,1793478,469974,215.25,215.37,2133443,559060,215.24,215.38,2069631,542339,215.23,215.39,2197499,575846,215.22,215.4,2425264,635531,215.21,215.41,2583284,676940
1718721000,AAPL,214.35,214.37,357382,228327,214.34,214.38,418934,267651,214.33,214.39,569381,363770,214.32,214.4,676402,432144,214.31,214.41,620936,396707,214.3,214.42,824246,526600,214.29,214.43,760234,485703,214.28,214.44,861944,550684,214.27,214.45,731505,467349,214.26,214.46,857546,547875
1718724600,AAPL,213.21,213.23,259020,46709,213.2,213.24,472895,85276,213.19,213.25,404219,72892,213.18,213.26,597289,107708,213.17,213.27,696501,125599,213.16,213.28,695280,125379,213.15,213.29,768163,138522,213.14,213.3,709052,127862,213.13,213.31,874161,157636,213.12,213.32,1009693,182077
1718728200,AAPL,213.65,213.67,197667,153800,213.64,213.68,261021,203094,213.63,213.69,248584,193417,213.62,213.7,367090,285624,213.61,213.71,396429,308451,213.6,213.72,423660,329639,213.59,213.73,456128,354902,213.58,213.74,384360,299061,213.57,213.75,434262,337888,213.56,213.76,640312,498211
1718731800,AAPL,213.71,213.73,65740,129035,213.7,213.74,123084,241590,213.69,213.75,136962,268829,213.68,213.76,162429,318816,213.67,213.77,178889,351124,213.66,213.78,194571,381905,213.65,213.79,247861,486503,213.64,213.8,204967,402310,213.63,213.81,191937,376734,213.62,213.82,230880,453173
1718735400,AAPL,214.64,214.66,52118,250539,214.63,214.67,64484,309980,214.62,214.68,92069,442585,214.61,214.69,98335,472704,214.6,214.7,108866,523330,214.59,214.71,143880,691645,214.58,214.72,136063,654068,214.57,214.73,168813,811502,214.56,214.74,151292,727277,214.55,214.75,173109,832151
1718739000,AAPL,214.37,214.39,219100,143024,214.36,214.4,338110,220711,214.35,214.41,307248,200565,214.34,214.42,379851,247959,214.33,214.43,453768,296210,214.32,214.44,485319,316806,214.31,214.45,611908,399440,214.3,214.46,502319,327903,214.29,214.47,861091,562102,214.28,214.48,778743,508347
1718890200,AAPL,211.63,211.65,808787,89865,211.62,211.66,1025674,113964,211.61,211.67,1213499,134833,211.6,211.68,1824722,202747,211.59,211.69,1653594,183733,211.58,211.7,2234057,248229,211.57,211.71,1830029,203337,211.56,211.72,1911482,212387,211.55,211.73,2477820,275313,211.54,211.74,2102383,233598
1718893800,AAPL,209.53,209.55,555753,61750,209.52,209.56,799151,88795,209.51,209.57,844217,93802,209.5,209.58,1038107,115345,209.49,209.59,1255462,139496,209.48,209.6,1142002,126889,209.47,209.61,1487132,165237,209.46,209.62,1520954,168995,209.45,209.63,1792772,199197,209.44,209.64,1489289,165477
1718897400,AAPL,209.51,209.53,401639,44627,209.5,209.54,467959,51995,209.49,209.55,605211,67246,209.48,209.56,832493,92499,209.47,209.57,870312,96701,209.46,209.58,921412,102379,209.45,209.59,1091043,121227,209.44,209.6,909374,101042,209.43,209.61,1180503,131167,209.42,209.62,1251780,139087
1718901000,AAPL,209.37,209.39,232782,63958,209.36,209.4,350881,96407,209.35,209.41,428468,117724,209.34,209.42,566647,155690,209.33,209.43,662258,181960,209.32,209.44,578741,159013,209.31,209.45,726433,199592,209.3,209.46,642382,176499,209.29,209.47,746814,205192,209.28,209.48,753456,207017
1718904600,AAPL,210.03,210.05,110703,164071,210.02,210.06,172755,256038,210.01,210.07,186889,276986,210.0,210.08,222854,330289,209.99,210.09,283287,419855,209.98,210.1,271563,402480,209.97,210.11,364835,540717,209.96,210.12,334762,496146,209.95,210.13,389396,577118,209.94,210.14,300574,445476
1718908200,AAPL,209.66,209.68,207454,214304,209.65,209.69,261081,269702,209.64,209.7,383554,396218,209.63,209.71,395296,408348,209.62,209.72,441994,456588,209.61,209.73,580824,600002,209.6,209.74,515101,532108,209.59,209.75,550040,568201,209.58,209.76,520960,538162,209.57,209.77,571934,590818
1718911800,AAPL,209.55,209.57,85186,318320,209.54,209.58,129288,483118,209.53,209.59,159861,597361,209.52,209.6,175318,655119,209.51,209.61,187794,701739,209.5,209.62,202314,755997,209.49,209.63,264946,990036,209.48,209.64,215615,805698,209.47,209.65,276332,1032585,209.46,209.66,333495,1246186
1718976600,AAPL,210.81,210.83,524099,602576,210.8,210.84,847183,974037,210.79,210.85,968035,1112985,210.78,210.86,1065794,1225381,210.77,210.87,1211479,1392880,210.76,210.88,1460393,1679066,210.75,210.89,1956382,2249322,210.74,210.9,1779924,2046441,210.73,210.91,2118728,2435977,210.72,210.92,2441346,2806902
1718980200,AAPL,210.81,210.83,216071,140585,210.8,210.84,326122,212188,210.79,210.85,438065,285024,210.78,210.86,489029,318183,210.77,210.87,520956,338956,210.76,210.88,563751,366800,210.75,210.89,572563,372533,210.74,210.9,741191,482249,210.73,210.91,813211,529109,210.72,210.92,730366,475207
1718983800,AAPL,211.09,211.11,93632,67134,211.08,211.12,177513,127275,211.07,211.13,185002,132645,211.06,211.14,225329,161559,211.05,211.15,215570,154562,211.04,211.16,259065,185747,211.03,211.17,258294,185195,211.02,211.18,252196,180823,211.01,211.19,362820,260139,211.0,211.2,296337,212472
1718987400,AAPL,210.05,210.07,326104,65225,210.04,210.08,489999,98006,210.03,210.09,610727,122153,210.02,210.1,578631,115733,210.01,210.11,476667,95339,210.0,210.12,744653,148939,209.99,210.13,668077,133623,209.98,210.14,892874,178585,209.97,210.15,943464,188704,209.96,210.16,919687,183948
1718991000,AAPL,210.84,210.86,31037,205771,210.83,210.87,39215,259991,210.82,210.88,49046,325171,210.81,210.89,58651,388854,210.8,210.9,59975,397631,210.79,210.91,64707,429005,210.78,210.92,91016,603430,210.77,210.93,78888,523022,210.76,210.94,110134,730179,210.75,210.95,117363,778107
1718994600,AAPL,210.41,210.43,246688,201833,210.4,210.44,344151,281574,210.39,210.45,430914,352562,210.38,210.46,446144,365023,210.37,210.47,607342,496910,210.36,210.48,529605,433308,210.35,210.49,493624,403869,210.34,210.5,653930,535027,210.33,210.51,666357,545195,210.32,210.52,793201,648975
1718998200,AAPL,207.1,207.12,745317,82813,207.09,207.13,1011985,112443,207.08,207.14,1367525,151947,207.07,207.15,1969304,218812,207.06,207.16,1834344,203816,207.05,207.17,2065094,229455,207.04,207.18,1634563,181618,207.03,207.19,2414800,268311,207.02,207.2,2955698,328411,207.01,207.21,2920731,324526
1719235800,AAPL,209.0,209.02,134065,583376,208.99,209.03,159607,694519,208.98,209.04,268660,1169052,208.97,209.05,205215,892977,208.96,209.06,280891,1222275,208.95,209.07,361976,1575111,208.94,209.08,302244,1315191,208.93,209.09,364244,1584982,208.92,209.1,421855,1835670,208.91,209.11,465896,2027311
1719239400,AAPL,212.36,212.38,66978,602799,212.35,212.39,99037,891331,212.34,212.4,124624,1121614,212.33,212.41,132102,1188919,212.32,212.42,145970,1313731,212.31,212.43,153045,1377401,212.3,212.44,130449,1174038,212.29,212.45,195528,1759750,212.28,212.46,178291,1604619,212.27,212.47,165821,1492385
1719243000,AAPL,210.9,210.92,316235,52086,210.89,210.93,369486,60856,210.88,210.94,582297,95908,210.87,210.95,636884,104898,210.86,210.96,562238,92604,210.85,210.97,810172,133440,210.84,210.98,897313,147792,210.83,210.99,1017084,167519,210.82,211.0,845867,139319,210.81,211.01,920322,151582
1719246600,AAPL,210.0,210.02,184929,113933,209.99,210.03,275515,169742,209.98,210.04,294104,181195,209.97,210.05,323682,199417,209.96,210.06,405296,249699,209.95,210.07,410839,253114,209.94,210.08,403483,248582,209.93,210.09,549898,338787,209.92,210.1,474961,292619,209.91,210.11,508092,313031
1719250200,AAPL,209.36,209.38,137684,93700,209.35,209.39,205101,139580,209.34,209.4,274801,187014,209.33,209.41,289154,196781,209.32,209.42,385705,262488,209.31,209.43,344267,234288,209.3,209.44,315446,214674,209.29,209.45,443495,301816,209.28,209.46,397038,270200,209.27,209.47,443339,301710
1719253800,AAPL,208.85,208.87,156812,81655,208.84,208.88,225981,117673,208.83,208.89,277829,144671,208.82,208.9,354170,184424,208.81,208.91,361286,188129,208.8,208.92,357289,186047,208.79,208.93,431604,224745,208.78,208.94,524990,273373,208.77,208.95,486628,253397,208.76,208.96,476269,248003
1719257400,AAPL,208.14,208.16,258741,103968,208.13,208.17,402337,161668,208.12,208.18,564369,226777,208.11,208.19,589476,236865,208.1,208.2,477407,191833,208.09,208.21,540137,217039,208.08,208.22,718902,288871,208.07,208.23,802406,322425,208.06,208.24,689126,276906,208.05,208.25,799665,321324
1719322200,AAPL,209.79,209.81,311667,234700,209.78,209.82,550502,414554,209.77,209.83,636202,479090,209.76,209.84,744015,560278,209.75,209.85,773254,582296,209.74,209.86,816199,614636,209.73,209.87,746733,562325,209.72,209.88,823304,619987,209.71,209.89,1261004,949595,209.7,209.9,1239147,933136
1719325800,AAPL,209.7,209.72,160021,148358,209.69,209.73,192608,178570,209.68,209.74,249115,230959,209.67,209.75,342022,317094,209.66,209.76,389959,361537,209.65,209.77,410504,380585,209.64,209.78,365743,339086,209.63,209.79,386974,358770,209.62,209.8,459584,426088,209.61,209.81,485883,450470
1719329400,AAPL,210.02,210.04,87028,61663,210.01,210.05,141655,100369,210.0,210.06,150924,106937,209.99,210.07,212528,150586,209.98,210.08,212615,150648,209.97,210.09,214393,151907,209.96,210.1,241812,171335,209.95,210.11,254231,180135,209.94,210.12,278996,197682,209.93,210.13,334320,236881
