timestamp,symbol,bid_price_1,ask_price_1,bid_size_1,ask_size_1,bid_price_2,ask_price_2,bid_size_2,ask_size_2,bid_price_3,ask_price_3,bid_size_3,ask_size_3,bid_price_4,ask_price_4,bid_size_4,ask_size_4,bid_price_5,ask_price_5,bid_size_5,ask_size_5,bid_price_6,ask_price_6,bid_size_6,ask_size_6,bid_price_7,ask_price_7,bid_size_7,ask_size_7,bid_price_8,ask_price_8,bid_size_8,ask_size_8,bid_price_9,ask_price_9,bid_size_9,ask_size_9,bid_price_10,ask_price_10,bid_size_10,ask_size_10
2024-01-01 09:30:04.000,SYNTH,150.0597,150.0739,306,142,150.0503,150.0913,827,620,150.036,150.103,975,1186,150.0276,150.1084,1344,832,150.0244,150.1211,698,1084,150.0083,150.1364,529,752,149.9952,150.1408,3279,1363,149.9827,150.1477,1484,2936,149.9837,150.1555,1079,4303,149.9657,150.1732,4725,4075
2024-01-01 09:30:04.100,SYNTH,150.0713,150.0932,152,330,150.0608,150.0993,234,466,150.0495,150.1059,861,1497,150.0352,150.1173,1362,622,150.0322,150.1282,1922,1011,150.0199,150.1412,2849,2714,150.0149,150.1512,1538,2239,150.0064,150.1566,1937,620,149.9914,150.1708,697,3411,149.9786,150.18,1467,4024
2024-01-01 09:30:04.200,SYNTH,150.0835,150.0959,97,319,150.0679,150.1073,368,918,150.0554,150.1182,511,972,150.0506,150.1299,1963,1986,150.0362,150.1373,1498,1281,150.0259,150.1529,1044,707,150.0148,150.1601,450,966,150.0109,150.1719,994,1907,149.994,150.1744,1944,2554,149.9892,150.1898,2619,4563
2024-01-01 09:30:04.300,SYNTH,150.0771,150.1033,404,371,150.0682,150.1135,271,819,150.0672,150.1196,1229,1138,150.0458,150.1287,1817,274,150.0434,150.1412,764,2025,150.031,150.1485,2711,897,150.0284,150.1639,633,3328,150.0095,150.1712,1995,2273,149.999,150.1862,4340,3601,149.993,150.1954,3478,1743
2024-01-01 09:30:04.400,SYNTH,150.0752,150.0941,186,490,150.0686,150.1102,627,355,150.0562,150.1172,1048,1120,150.0465,150.1285,524,1412,150.0335,150.1424,1577,1752,150.0291,150.1451,745,1480,150.0135,150.1542,673,1286,150.0131,150.1693,3678,2441,149.9986,150.1784,3541,4166,149.9904,150.1915,634,2629
2024-01-01 09:30:04.500,SYNTH,150.101,150.1183,124,332,150.0885,150.1304,658,204,150.0794,150.1372,468,1446,150.0691,150.1484,1194,1817,150.0589,150.1552,762,810,150.0465,150.1686,539,1052,150.0362,150.1813,535,2076,150.0287,150.1864,3436,1978,150.0156,150.1988,3666,4250,150.008,150.2071,4896,3242
2024-01-01 09:30:04.600,SYNTH,150.0978,150.1266,372,51,150.0887,150.1351,619,818,150.0803,150.1455,248,280,150.0769,150.1548,504,1723,150.0642,150.1656,927,320,150.0504,150.1675,2085,877,150.0448,150.1819,392,2635,150.0313,150.1878,3524,3499,150.0232,150.2036,3453,4481,150.0094,150.2169,4027,2990
2024-01-01 09:30:04.700,SYNTH,150.0952,150.111,117,469,150.0875,150.125,493,416,150.0721,150.1318,250,774,150.0624,150.1457,1698,1903,150.0549,150.1586,1754,706,150.0479,150.1668,1405,1952,150.0378,150.1796,3292,712,150.0267,150.1818,632,3557,150.0163,150.1945,2103,4446,150.0027,150.2067,4225,2345
2024-01-01 09:30:04.800,SYNTH,150.1017,150.1206,365,405,150.0851,150.1243,526,887,150.0775,150.1446,1184,528,150.0642,150.1464,557,1699,150.0613,150.1614,1731,2370,150.0472,150.1671,1663,711,150.0374,150.1752,1755,794,150.0214,150.1897,2634,2991,150.018,150.2036,652,1472,150.007,150.2103,1708,2910
2024-01-01 09:30:04.900,SYNTH,150.1027,150.1178,76,333,150.0911,150.1361,347,290,150.0809,150.1408,612,634,150.0707,150.151,1615,907,150.0612,150.1604,2401,1334,150.047,150.1695,1454,2899,150.0451,150.1856,1612,2446,150.0376,150.193,718,1973,150.0197,150.2039,1884,1079,150.0123,150.2084,3194,4875
2024-01-01 09:30:05.000,SYNTH,150.1012,150.1253,73,249,150.0984,150.1323,353,247,150.0842,150.1499,1123,1254,150.0695,150.1528,881,1129,150.063,150.1636,1230,378,150.0559,150.1808,2657,546,150.0438,150.1863,733,2195,150.0333,150.197,3578,3702,150.0255,150.2073,3012,1374,150.0113,150.2152,2658,3142
2024-01-01 09:30:05.100,SYNTH,150.1123,150.14,52,74,150.1077,150.1449,535,574,150.099,150.1548,530,398,150.0903,150.1682,588,1862,150.0767,150.1717,1881,2328,150.0682,150.1847,1735,1187,150.0565,150.1986,2595,3179,150.0442,150.2019,990,3959,150.0394,150.2173,964,885,150.0288,150.2246,1135,942
2024-01-01 09:30:05.200,SYNTH,150.1224,150.1339,476,227,150.1139,150.1548,471,775,150.1008,150.1618,1204,769,150.0905,150.1735,1061,1911,150.0798,150.1808,1910,705,150.0658,150.1865,809,1648,150.0569,150.2034,2837,2064,150.0472,150.2053,1112,1165,150.0367,150.2193,858,3716,150.0288,150.2309,1097,2935
2024-01-01 09:30:05.300,SYNTH,150.1477,150.1656,99,370,150.1334,150.1743,116,926,150.1201,150.1811,1293,388,150.1166,150.1976,664,1159,150.1014,150.2047,2274,1225,150.0968,150.2096,1808,1797,150.0857,150.2221,2238,2284,150.0753,150.237,2942,2156,150.0635,150.2469,3906,4450,150.0534,150.2562,4372,882
2024-01-01 09:30:05.400,SYNTH,150.1543,150.1674,437,309,150.1378,150.1804,676,939,150.1345,150.1916,971,921,150.1234,150.2049,805,1694,150.1097,150.2101,746,2257,150.0993,150.2144,1810,1186,150.0928,150.2269,1187,3211,150.0808,150.2379,1286,818,150.0721,150.2537,3200,2605,150.0585,150.2639,1458,1593
2024-01-01 09:30:05.500,SYNTH,150.172,150.1944,292,268,150.1624,150.2086,675,192,150.1565,150.2192,875,277,150.1516,150.2289,1901,662,150.1423,150.2386,1358,516,150.1313,150.2507,1371,2516,150.1127,150.2617,1628,2551,150.1119,150.2688,2693,2041,150.0976,150.2794,1262,2930,150.0887,150.2872,1102,2334
2024-01-01 09:30:05.600,SYNTH,150.1565,150.1801,369,163,150.1479,150.1849,193,628,150.1429,150.1938,428,782,150.1288,150.2,1725,315,150.1215,150.2176,1402,874,150.1106,150.2239,786,1096,150.1003,150.2392,1611,1249,150.0804,150.2516,2967,2077,150.0767,150.2582,1763,2740,150.0635,150.2671,1138,4522
2024-01-01 09:30:05.700,SYNTH,150.179,150.2003,297,355,150.1705,150.2087,763,536,150.157,150.2169,339,1468,150.153,150.2312,743,681,150.138,150.2399,709,983,150.1323,150.25,2169,2943,150.1249,150.262,3304,2640,150.11,150.2686,3126,921,150.0963,150.2781,2321,3357,150.0955,150.2845,635,692
2024-01-01 09:30:05.800,SYNTH,150.1643,150.1868,448,114,150.1642,150.1997,411,479,150.1409,150.2081,1417,1270,150.1359,150.2194,1706,1998,150.1271,150.2282,2021,2395,150.1131,150.2374,2842,521,150.1034,150.2468,3124,1340,150.0962,150.25,3479,2457,150.0866,150.2679,3585,1150,150.0729,150.2745,4662,3749
2024-01-01 09:30:05.900,SYNTH,150.1562,150.1776,192,444,150.1449,150.1885,777,608,150.1319,150.1938,1343,1037,150.1273,150.2041,267,1845,150.1187,150.2179,1803,958,150.1093,150.2243,1780,1562,150.0979,150.2329,1495,3389,150.0886,150.2501,1392,2582,150.08,150.253,1047,1748,150.0656,150.2636,4856,1233
2024-01-01 09:30:06.000,SYNTH,150.1562,150.175,290,433,150.1446,150.1851,982,269,150.1367,150.193,1392,1327,150.1314,150.2077,1974,932,150.1188,150.2163,258,943,150.1084,150.2273,2958,1583,150.0963,150.235,890,679,150.0838,150.2484,3381,664,150.0769,150.2524,3109,4152,150.0631,150.2674,1872,2519
2024-01-01 09:30:06.100,SYNTH,150.17,150.187,233,210,150.1574,150.2012,276,237,150.1485,150.2094,1431,422,150.1339,150.2199,1955,652,150.1318,150.2299,1547,1136,150.115,150.2383,838,1363,150.1102,150.2448,2187,2679,150.0975,150.2586,2235,859,150.0872,150.2626,3672,3339,150.073,150.275,4590,1806
2024-01-01 09:30:06.200,SYNTH,150.1681,150.1908,255,184,150.1619,150.2024,984,726,150.1519,150.2128,807,1382,150.1377,150.2232,302,1488,150.1238,150.2261,495,585,150.1147,150.2381,483,2665,150.1096,150.246,2151,3295,150.0999,150.2577,713,1568,150.0825,150.2702,4360,2774,150.0717,150.2741,3651,2526
2024-01-01 09:30:06.300,SYNTH,150.19,150.2043,431,121,150.1786,150.2167,256,131,150.1681,150.2309,1439,919,150.1559,150.2358,864,1548,150.1497,150.2414,2341,1696,150.1338,150.2586,981,479,150.1294,150.264,3396,474,150.1166,150.2743,2939,2825,150.106,150.2856,1007,631,150.0973,150.2924,2834,3176
2024-01-01 09:30:06.400,SYNTH,150.2074,150.2285,150,337,150.1962,150.2374,393,106,150.1921,150.2517,475,1135,150.1734,150.2532,441,1864,150.1676,150.2701,2242,586,150.1637,150.2784,1483,2697,150.1461,150.2867,2841,1700,150.1372,150.2999,1863,2577,150.1296,150.3108,2503,3098,150.112,150.3188,2262,1128
2024-01-01 09:30:06.500,SYNTH,150.1914,150.2095,320,417,150.1818,150.2198,954,487,150.1729,150.2305,710,1396,150.161,150.2389,330,536,150.1591,150.255,1880,1662,150.1459,150.2628,1784,524,150.1315,150.2761,667,732,150.1214,150.2853,1267,1971,150.1129,150.2896,3479,1908,150.109,150.3008,2716,3866
2024-01-01 09:30:06.600,SYNTH,150.1851,150.2077,173,244,150.1755,150.2189,980,436,150.1642,150.2185,800,1141,150.1539,150.2396,1553,756,150.1501,150.247,843,2414,150.1405,150.2586,1180,754,150.1279,150.2636,3133,1856,150.1202,150.2777,3754,1114,150.1087,150.2851,2133,3911,150.0947,150.3,3494,4398
2024-01-01 09:30:06.700,SYNTH,150.1621,150.1769,146,385,150.1504,150.1862,513,283,150.1396,150.1982,1193,832,150.1277,150.2072,1104,207,150.119,150.2201,2236,2357,150.1074,150.224,669,1737,150.0981,150.2428,1432,2735,150.0877,150.2524,3794,3567,150.0776,150.2579,2623,1664,150.0691,150.268,1442,4909
2024-01-01 09:30:06.800,SYNTH,150.1455,150.1683,418,65,150.1415,150.1799,693,406,150.1308,150.1906,295,735,150.1211,150.2021,1946,398,150.1136,150.2113,965,1081,150.0981,150.2229,1139,462,150.0931,150.235,2707,2681,150.0775,150.2411,1267,413,150.071,150.2486,3717,1014,150.0574,150.2607,3624,646
2024-01-01 09:30:06.900,SYNTH,150.1726,150.1924,69,125,150.1647,150.2057,840,347,150.1519,150.2068,852,1010,150.1451,150.2254,1594,717,150.1386,150.2375,1573,455,150.1286,150.2488,1166,2025,150.1161,150.2546,1375,526,150.1047,150.2635,2334,2493,150.0987,150.2755,2596,4208,150.0866,150.2861,3397,4958
2024-01-01 09:30:07.000,SYNTH,150.2021,150.2246,132,439,150.1908,150.2341,459,416,150.1827,150.2434,599,1336,150.17,150.2529,396,1926,150.1605,150.2571,871,1126,150.1491,150.267,430,2061,150.1401,150.282,1788,908,150.1325,150.2883,3894,2282,150.1207,150.3051,1314,2120,150.1081,150.3083,511,3171
2024-01-01 09:30:07.100,SYNTH,150.2191,150.2333,121,230,150.2089,150.2486,623,966,150.194,150.2491,470,1045,150.1827,150.2663,394,1033,150.1768,150.2738,1172,1199,150.1656,150.2849,2508,1384,150.1566,150.2988,1724,628,150.1444,150.3074,1874,3229,150.1386,150.3177,948,740,150.1297,150.3271,3391,1121
2024-01-01 09:30:07.200,SYNTH,150.2168,150.2322,169,387,150.2076,150.248,655,976,150.2024,150.2597,1464,228,150.1896,150.2719,1751,524,150.1704,150.2766,968,2472,150.1704,150.2904,1545,472,150.1619,150.2956,2328,624,150.1414,150.309,3723,1614,150.1407,150.3169,667,3389,150.1314,150.3279,602,4128
2024-01-01 09:30:07.300,SYNTH,150.2382,150.2549,326,268,150.2236,150.2656,860,668,150.2155,150.2782,401,1324,150.2091,150.2846,1755,282,150.1948,150.297,800,977,150.1828,150.3065,1401,1740,150.179,150.3127,3483,1601,150.1676,150.3237,935,2743,150.1588,150.3355,574,3193,150.1423,150.3529,2363,1619
2024-01-01 09:30:07.400,SYNTH,150.2627,150.2783,465,324,150.2517,150.29,765,996,150.2436,150.3053,1494,983,150.2336,150.3082,1658,1680,150.2229,150.3254,501,2498,150.2104,150.3281,366,312,150.1984,150.3419,1183,2904,150.1897,150.3474,1986,975,150.1844,150.36,1145,1730,150.1701,150.3729,1806,3796
2024-01-01 09:30:07.500,SYNTH,150.2705,150.2918,140,166,150.2605,150.305,229,843,150.2502,150.3106,296,821,150.2379,150.317,1513,773,150.2263,150.3347,1439,2215,150.2239,150.341,2457,2977,150.2104,150.3487,843,2529,150.2005,150.3639,2251,1761,150.1907,150.3667,633,3980,150.1818,150.3844,3527,885
2024-01-01 09:30:07.600,SYNTH,150.2936,150.318,460,171,150.2804,150.3258,321,906,150.2735,150.3332,1082,1130,150.2644,150.3447,887,1248,150.258,150.3598,2027,982,150.2388,150.3624,897,1460,150.2409,150.3724,3241,741,150.2248,150.3845,1725,2065,150.2124,150.3942,3714,1046,150.2025,150.4045,4824,526
2024-01-01 09:30:07.700,SYNTH,150.2991,150.3231,395,396,150.2872,150.3321,971,752,150.2818,150.3355,633,1470,150.272,150.351,1242,1544,150.267,150.3672,2250,2131,150.2558,150.3713,680,2997,150.24,150.3807,406,3002,150.2276,150.3861,1611,1153,150.221,150.396,2589,1162,150.2131,150.4142,4864,1227
